occ,underlying,leg,entry,credit,exit,exit_px,exit_kind,pnl
INTC240419P00040000,INTC,BUY_PUT,2024-03-26,0.608,2024-03-28,0.304,take_profit,88.05
MU240412P00112000,MU,BUY_PUT,2024-03-26,1.406,2024-04-02,0.483,take_profit,91.3
DIS240419P00116000,DIS,BUY_PUT,2024-03-26,1.387,2024-04-03,0.42,take_profit,95.7
MU240419P00119000,MU,BUY_PUT,2024-04-09,1.216,2024-04-12,0.662,take_profit,54.45
DIS240419P00115000,DIS,BUY_PUT,2024-04-09,0.741,2024-04-17,1.995,roll_for_credit (fresh DIS240510P00109000),-126.4
KO240510P00058000,KO,BUY_PUT,2024-04-09,0.418,2024-04-23,0.189,take_profit,21.9
GM240426P00044000,GM,BUY_PUT,2024-04-02,0.921,2024-04-24,0.137,take_profit,232.5
F240524P00012000,F,BUY_PUT,2024-04-23,0.247,2024-04-26,0.189,take_profit,52.8
PLTR240426P00023000,PLTR,PUT,2024-03-26,0.541,2024-04-26,0,ASSIGN,321.9
INTC240426P00042000,INTC,PUT,2024-04-02,1.264,2024-04-26,0,ASSIGN,377.55
MU240503P00105000,MU,BUY_PUT,2024-04-23,1.472,2024-04-29,0.242,take_profit,122.1
SNAP240510P00014000,SNAP,BUY_PUT,2024-04-30,0.361,2024-05-02,0.053,take_profit,298.5
MU240524P00109000,MU,BUY_PUT,2024-04-30,2.242,2024-05-07,0.777,take_profit,145.5
DIS240510P00108000,DIS,BUY_PUT,2024-04-30,1.9,2024-05-07,2.069,take_profit,-17.85
PLTR240510C00025000,PLTR,BUY_CC,2024-04-30,0.836,2024-05-08,0.021,cc_take_profit,483.0
NOK240524P00003500,NOK,BUY_PUT,2024-04-23,0.057,2024-05-14,0.053,take_profit,-0.55
MU240524P00119000,MU,BUY_PUT,2024-05-14,2.061,2024-05-16,0.798,take_profit,125.35
F240531P00012000,F,BUY_PUT,2024-04-30,0.218,2024-05-17,0.105,take_profit,113.85
BABA240524P00081000,BABA,BUY_PUT,2024-05-14,2.375,2024-05-17,0.189,take_profit,217.6
SNAP240607P00015000,SNAP,BUY_PUT,2024-05-14,0.342,2024-05-21,0.147,take_profit,166.5
DIS240524P00104000,DIS,PUT,2024-05-14,0.703,2024-05-24,0,ASSIGN,69.8
MU240607P00124000,MU,BUY_PUT,2024-05-21,4.284,2024-05-29,0.83,take_profit,344.5
PLTR240621C00024000,PLTR,BUY_CC,2024-05-21,0.237,2024-05-30,0.158,cc_take_profit,42.0
F240531P00012000,F,PUT,2024-05-21,0.104,2024-05-31,0,EXPIRE,109.45
BABA240607P00085000,BABA,PUT,2024-05-21,1.7,2024-06-07,0,ASSIGN,169.55
SNAP240614P00015000,SNAP,BUY_PUT,2024-06-04,0.37,2024-06-10,0.158,take_profit,182.7
MU240628P00120000,MU,BUY_PUT,2024-06-04,4.104,2024-06-11,2.047,take_profit,204.65
DIS240705C00107000,DIS,BUY_CC,2024-06-11,0.712,2024-06-17,0.493,cc_take_profit,20.9
XOM240621P00112000,XOM,BUY_PUT,2024-06-04,1.425,2024-06-21,0.63,take_profit,78.5
DIS240712C00106000,DIS,BUY_CC,2024-06-18,0.75,2024-07-01,0.252,cc_take_profit,48.85
MU240712P00129000,MU,BUY_PUT,2024-06-25,4.655,2024-07-03,1.659,take_profit,298.6
XOM240712P00112000,XOM,BUY_PUT,2024-06-25,0.997,2024-07-05,0.378,take_profit,60.95
PLTR240705C00025000,PLTR,CALL,2024-06-11,0.332,2024-07-05,0,CALLED,196.5
T240726P00018000,T,BUY_PUT,2024-06-25,0.314,2024-07-12,0.158,take_profit,116.8
KO240726P00063000,KO,BUY_PUT,2024-06-25,0.494,2024-07-18,0.273,take_profit,42.2
DIS240802C00104000,DIS,BUY_CC,2024-07-02,0.722,2024-07-19,0.273,cc_take_profit,43.9
BABA240816C00085000,BABA,BUY_CC,2024-07-16,0.988,2024-07-25,0.41,cc_take_profit,56.85
GM240726P00047500,GM,PUT,2024-07-16,0.494,2024-07-26,0,ASSIGN,146.7
PLTR240802P00027500,PLTR,BUY_PUT,2024-07-16,0.722,2024-08-01,0.819,roll_for_credit (fresh PLTR240809P00025000),-53.5
SNAP240802P00015000,SNAP,PUT,2024-07-16,0.95,2024-08-02,0,ASSIGN,850.5
MU240802P00125000,MU,PUT,2024-07-16,2.356,2024-08-02,0,ASSIGN,235.1
F240802P00014000,F,PUT,2024-07-16,0.361,2024-08-02,0,ASSIGN,178.0
DIS240823C00104000,DIS,BUY_CC,2024-07-23,0.56,2024-08-08,0.063,cc_take_profit,48.75
BABA240823C00085000,BABA,BUY_CC,2024-07-30,0.969,2024-08-16,0.735,cc_take_profit,22.4
GM240906C00047500,GM,CALL,2024-08-20,0.427,2024-09-06,0,EXPIRE,126.75
BABA240920C00090000,BABA,BUY_CC,2024-08-20,0.655,2024-09-09,0.315,cc_take_profit,33.05
GM241018C00051000,GM,BUY_CC,2024-09-24,0.589,2024-09-26,0.179,cc_take_profit,120.15
BABA240927C00086000,BABA,CALL,2024-09-10,1.092,2024-09-27,0,CALLED,108.75
DIS241101C00105000,DIS,BUY_CC,2024-10-01,0.323,2024-10-08,0.137,cc_take_profit,17.65
GM241101C00050000,GM,CALL,2024-10-01,0.58,2024-11-01,0,CALLED,172.35
DIS241115C00105000,DIS,CALL,2024-10-15,1.111,2024-11-15,0,CALLED,110.65
WBD241220P00009000,WBD,BUY_PUT,2024-11-19,0.38,2024-11-21,0.158,take_profit,318.75
SOFI241220P00013000,SOFI,BUY_PUT,2024-11-19,0.56,2024-11-22,0.252,take_profit,298.5
DIS241220P00110000,DIS,BUY_PUT,2024-11-19,1.776,2024-11-22,1.071,take_profit,69.55
T241220P00022000,T,BUY_PUT,2024-11-19,0.228,2024-11-29,0.158,take_profit,36.3
BABA241129P00087000,BABA,PUT,2024-11-19,1.681,2024-11-29,0,EXPIRE,167.65
BABA241220P00083000,BABA,BUY_PUT,2024-12-03,1.14,2024-12-10,0.347,take_profit,78.35
WBD250103P00010000,WBD,BUY_PUT,2024-12-03,0.247,2024-12-12,0.242,take_profit,-6.3
SOFI241220P00015000,SOFI,BUY_PUT,2024-12-03,0.446,2024-12-16,0.116,take_profit,288.9
DIS250103P00114000,DIS,PUT,2024-12-03,1.425,2025-01-03,0,ASSIGN,142.0
DIS250131C00116000,DIS,BUY_CC,2025-01-07,1.216,2025-01-13,0.315,cc_take_profit,89.1
DIS250207C00116000,DIS,BUY_CC,2025-01-14,1.339,2025-02-06,0.158,cc_take_profit,117.2
DIS250314C00116000,DIS,BUY_CC,2025-02-11,0.427,2025-03-06,0.2,cc_take_profit,21.8
DIS250613C00116000,DIS,BUY_CC,2025-05-13,1.007,2025-05-30,0.672,cc_take_profit,32.5
DIS250627C00119000,DIS,BUY_CC,2025-06-10,0.941,2025-06-23,0.294,cc_take_profit,63.65
MU250627C00133000,MU,BUY_CC,2025-06-17,2.109,2025-06-27,0.053,cc_take_profit,204.65
DIS250801C00129000,DIS,BUY_CC,2025-07-01,0.855,2025-07-09,0.252,cc_take_profit,59.3
MU250801C00135000,MU,BUY_CC,2025-07-01,1.729,2025-07-15,0.672,cc_take_profit,104.7
DIS250815C00130000,DIS,BUY_CC,2025-07-15,1.121,2025-08-04,0.672,cc_take_profit,43.9
DIS250815C00127000,DIS,BUY_CC,2025-08-05,1.681,2025-08-07,0.053,cc_take_profit,161.9
MU250829C00133000,MU,BUY_CC,2025-08-12,2.204,2025-08-18,0.935,cc_take_profit,125.95
MU250905C00132000,MU,BUY_CC,2025-08-19,1.615,2025-08-21,0.63,cc_take_profit,97.5
DIS250919C00125000,DIS,BUY_CC,2025-08-19,0.636,2025-09-10,0.189,cc_take_profit,43.75
DIS251010C00121000,DIS,BUY_CC,2025-09-16,1.13,2025-09-22,0.357,cc_take_profit,76.35
MU250926C00130000,MU,CALL,2025-08-26,2.698,2025-09-26,0,CALLED,269.3
DIS251017C00121000,DIS,BUY_CC,2025-09-23,0.598,2025-10-03,0.284,cc_take_profit,30.5
F251107C00014000,F,BUY_CC,2025-10-07,0.133,2025-10-09,0.053,cc_take_profit,35.25
SOFI251017P00026000,SOFI,BUY_PUT,2025-09-30,0.76,2025-10-10,0.304,take_profit,222.75
WBD251010P00018000,WBD,PUT,2025-09-30,0.418,2025-10-10,0,ASSIGN,330.4
XOM251031P00111000,XOM,BUY_PUT,2025-09-30,1.919,2025-10-23,0.504,take_profit,140.5
INTC251031C00042500,INTC,BUY_CC,2025-10-21,1.111,2025-10-27,0.378,cc_take_profit,217.05
F251128C00014000,F,BUY_CC,2025-10-28,0.152,2025-11-04,0.063,cc_take_profit,39.5
INTC251114C00044000,INTC,BUY_CC,2025-10-28,0.941,2025-11-05,0.294,cc_take_profit,190.95
DIS251114C00120000,DIS,BUY_CC,2025-10-14,1.244,2025-11-14,1.302,cc_take_profit,-6.75
INTC251121C00042000,INTC,BUY_CC,2025-11-11,0.465,2025-11-14,0.126,cc_take_profit,98.85
F251212C00014000,F,BUY_CC,2025-11-11,0.152,2025-11-18,0.074,cc_take_profit,34.25
WBD251121C00023000,WBD,CALL,2025-10-28,0.247,2025-11-21,0,CALLED,193.6
SOFI251205P00026000,SOFI,BUY_PUT,2025-11-25,0.788,2025-11-26,0.336,take_profit,265.5
WBD251205P00022000,WBD,BUY_PUT,2025-11-25,0.399,2025-12-01,0.2,take_profit,132.65
PFE251226P00024000,PFE,BUY_PUT,2025-11-25,0.209,2025-12-08,0.43,take_profit,-138.9
F251226C00014000,F,BUY_CC,2025-11-25,0.104,2025-12-08,0.053,cc_take_profit,21.0
WBD251219P00027000,WBD,BUY_PUT,2025-12-09,0.294,2025-12-10,0.053,take_profit,116.0
GM251219P00074000,GM,BUY_PUT,2025-12-09,0.484,2025-12-11,0.137,take_profit,67.6
VALE260102P00012000,VALE,BUY_PUT,2025-12-09,0.285,2025-12-11,0.095,take_profit,234.65
NOK251219P00006000,NOK,BUY_PUT,2025-12-09,0.048,2025-12-12,0.021,take_profit,42.9
INTC251219C00044000,INTC,BUY_CC,2025-12-02,0.864,2025-12-12,0.221,cc_take_profit,190.2
DIS260102C00114000,DIS,BUY_CC,2025-12-16,1.226,2025-12-22,0.756,cc_take_profit,45.95
F260109C00014000,F,BUY_CC,2025-12-09,0.123,2025-12-26,0.063,cc_take_profit,25.25
DIS260102C00115000,DIS,BUY_CC,2025-12-23,0.456,2026-01-02,0.063,cc_take_profit,38.3
BABA260109P00150000,BABA,BUY_PUT,2025-12-09,3.819,2026-01-05,0.903,take_profit,290.6
WBD260123P00027500,WBD,BUY_PUT,2026-01-06,0.399,2026-01-13,0.158,take_profit,115.75
BABA260123P00150000,BABA,BUY_PUT,2026-01-06,3.049,2026-01-13,0.483,take_profit,255.65
DIS260116C00117000,DIS,BUY_CC,2026-01-06,0.314,2026-01-13,0.168,cc_take_profit,13.55
INTC260116C00042500,INTC,CALL,2026-01-06,0.598,2026-01-16,0,CALLED,178.05
F260130C00014000,F,BUY_CC,2025-12-30,0.152,2026-01-21,0.084,cc_take_profit,29.0
GM260206P00079000,GM,BUY_PUT,2026-01-06,2.042,2026-01-28,0.263,take_profit,354.0
VALE260130P00013000,VALE,BUY_PUT,2026-01-06,0.114,2026-01-29,0.137,take_profit,-39.0
DIS260206C00118000,DIS,BUY_CC,2026-01-21,1.235,2026-02-03,0.063,cc_take_profit,116.2
KO260213P00074000,KO,BUY_PUT,2026-02-03,0.475,2026-02-06,0.231,take_profit,46.8
SOFI260206P00027000,SOFI,PUT,2026-01-06,1.121,2026-02-06,0,ASSIGN,669.6
XOM260220P00135000,XOM,BUY_PUT,2026-02-03,0.902,2026-02-09,0.315,take_profit,57.75
F260227C00015000,F,BUY_CC,2026-01-27,0.104,2026-02-12,0.032,cc_take_profit,31.5
GM260213P00082000,GM,PUT,2026-02-03,0.427,2026-02-13,0,ASSIGN,42.25
INTC260220P00046000,INTC,PUT,2026-02-03,0.76,2026-02-20,0,ASSIGN,226.5
F260320C00015000,F,BUY_CC,2026-02-18,0.162,2026-02-24,0.095,cc_take_profit,28.5
GM260320C00090000,GM,BUY_CC,2026-02-18,0.684,2026-02-24,0.378,cc_take_profit,29.6
INTC260327C00051000,INTC,BUY_CC,2026-03-10,0.893,2026-03-18,0.263,cc_take_profit,186.15
INTC260417C00055000,INTC,CALL,2026-04-07,1.13,2026-04-17,0,CALLED,337.65
F260522C00014000,F,BUY_CC,2026-04-21,0.152,2026-04-27,0.074,cc_take_profit,34.25
GM260515C00085000,GM,BUY_CC,2026-04-14,1.52,2026-04-29,0.578,cc_take_profit,93.25
DIS260508C00114000,DIS,BUY_CC,2026-04-21,1.13,2026-04-30,0.483,cc_take_profit,63.75
F260522C00014000,F,BUY_CC,2026-04-28,0.095,2026-04-30,0.042,cc_take_profit,21.5
GM260605C00082000,GM,BUY_CC,2026-05-05,0.893,2026-05-18,0.315,cc_take_profit,56.8
DIS260612C00115000,DIS,BUY_CC,2026-05-12,0.465,2026-05-21,0.116,cc_take_profit,34.0
GM260605C00084000,GM,BUY_CC,2026-05-27,1.758,2026-06-03,1.491,cc_take_profit,25.65
F260605C00014000,F,CALL,2026-05-19,0.114,2026-06-05,0,CALLED,54.5
GM260626C00088000,GM,BUY_CC,2026-06-16,0.703,2026-06-18,0.105,cc_take_profit,58.8
INTC260710P00117000,INTC,BUY_PUT,2026-06-16,6.431,2026-06-23,4.767,take_profit,165.45
NOK260626P00014000,NOK,PUT,2026-06-16,0.427,2026-06-26,0,ASSIGN,464.75
KO260710P00079000,KO,BUY_PUT,2026-06-16,0.722,2026-06-29,0.116,take_profit,119.3
XOM260717P00135000,XOM,BUY_PUT,2026-06-16,2.137,2026-07-08,0.483,take_profit,164.45
GM260724C00085000,GM,BUY_CC,2026-06-30,0.95,2026-07-14,0.41,cc_take_profit,53.05
F260717P00014000,F,BUY_PUT,2026-06-16,0.323,2026-07-16,0.105,take_profit,228.8
GM260821C00083000,GM,CALL,2026-07-21,1.501,OPEN,5.8,OPEN_AT_END,-430.4
