ts,kind,underlying,occ,qty,price,fee,cash,note
2024-03-26,SELL_PUT,MU,MU240412P00112000,1,1.406,0.5,140.6,delta 0.30 dte 18
2024-03-26,SELL_PUT,PLTR,PLTR240426P00023000,6,0.541,3.0,324.9,delta 0.29 dte 32
2024-03-26,SELL_PUT,INTC,INTC240419P00040000,3,0.608,1.5,182.4,delta 0.29 dte 25
2024-03-26,SELL_PUT,DIS,DIS240419P00116000,1,1.387,0.5,138.7,delta 0.30 dte 25
2024-03-28,BUY_PUT,INTC,INTC240419P00040000,3,0.304,1.5,-91.35,take_profit
2024-04-02,BUY_PUT,MU,MU240412P00112000,1,0.483,0.5,-48.3,take_profit
2024-04-02,SELL_PUT,GM,GM240426P00044000,3,0.921,1.5,276.45,delta 0.32 dte 25
2024-04-02,SELL_PUT,INTC,INTC240426P00042000,3,1.264,1.5,379.05,delta 0.30 dte 25
2024-04-03,BUY_PUT,DIS,DIS240419P00116000,1,0.42,0.5,-42.0,take_profit
2024-04-09,SELL_PUT,MU,MU240419P00119000,1,1.216,0.5,121.6,delta 0.30 dte 11
2024-04-09,SELL_PUT,DIS,DIS240419P00115000,1,0.741,0.5,74.1,delta 0.28 dte 11
2024-04-09,SELL_PUT,KO,KO240510P00058000,1,0.418,0.5,41.8,delta 0.29 dte 32
2024-04-12,BUY_PUT,MU,MU240419P00119000,1,0.662,0.5,-66.15,take_profit
2024-04-17,BUY_PUT,DIS,DIS240419P00115000,1,1.995,0.5,-199.5,roll_for_credit (fresh DIS240510P00109000)
2024-04-23,BUY_PUT,KO,KO240510P00058000,1,0.189,0.5,-18.9,take_profit
2024-04-23,SELL_PUT,MU,MU240503P00105000,1,1.472,0.5,147.25,delta 0.30 dte 11
2024-04-23,SELL_PUT,F,F240524P00012000,11,0.247,5.5,271.7,delta 0.26 dte 32
2024-04-23,SELL_PUT,NOK,NOK240524P00003500,1,0.057,0.5,5.7,delta 0.22 dte 32
2024-04-24,BUY_PUT,GM,GM240426P00044000,3,0.137,1.5,-40.95,take_profit
2024-04-26,BUY_PUT,F,F240524P00012000,11,0.189,5.5,-207.9,take_profit
2024-04-26,ASSIGN,PLTR,PLTR240426P00023000,6,23.0,0,13800.0,assigned; close 22.52 < strike
2024-04-26,ASSIGN,INTC,INTC240426P00042000,3,42.0,0,12600.0,assigned; close 31.88 < strike
2024-04-29,BUY_PUT,MU,MU240503P00105000,1,0.242,0.5,-24.15,take_profit
